,성별,확진자 수,사망자 수,날짜,날짜_dt
998,남성,230920,1780.0,2021-11-27,2021-11-27
999,여성,204024,1689.0,2021-11-26,2021-11-26
1000,남성,228877,1751.0,2021-11-26,2021-11-26
1001,여성,202111,1673.0,2021-11-25,2021-11-25
1002,남성,226891,1728.0,2021-11-25,2021-11-25
1003,여성,200217,1654.0,2021-11-24,2021-11-24
1004,남성,224847,1708.0,2021-11-24,2021-11-24
1005,여성,198195,1635.0,2021-11-23,2021-11-23
1006,남성,222755,1693.0,2021-11-23,2021-11-23
1007,여성,196876,1620.0,2021-11-22,2021-11-22
1008,남성,221376,1678.0,2021-11-22,2021-11-22
1009,여성,195470,1610.0,2021-11-21,2021-11-21
1010,남성,219955,1664.0,2021-11-21,2021-11-21
1011,여성,193925,1594.0,2021-11-20,2021-11-20
1012,남성,218386,1650.0,2021-11-20,2021-11-20
1013,여성,192310,1584.0,2021-11-19,2021-11-19
1014,남성,216789,1631.0,2021-11-19,2021-11-19
1015,여성,190841,1564.0,2021-11-18,2021-11-18
1016,남성,215224,1623.0,2021-11-18,2021-11-18
1017,여성,186604,1537.0,2021-11-15,2021-11-15
1018,남성,210862,1578.0,2021-11-15,2021-11-15
1019,여성,185567,1532.0,2021-11-14,2021-11-14
1020,남성,209893,1571.0,2021-11-14,2021-11-14
1021,여성,184408,1523.0,2021-11-13,2021-11-13
1022,남성,208634,1560.0,2021-11-13,2021-11-13
1023,여성,183269,1505.0,2021-11-12,2021-11-12
1024,남성,207450,1546.0,2021-11-12,2021-11-12
1025,여성,182118,1499.0,2021-11-11,2021-11-11
1026,남성,206233,1534.0,2021-11-11,2021-11-11
1027,여성,180874,1486.0,2021-11-10,2021-11-10
1028,남성,204957,1526.0,2021-11-10,2021-11-10
1029,여성,179760,1478.0,2021-11-09,2021-11-09
1030,남성,203647,1520.0,2021-11-09,2021-11-09
1031,여성,178932,1470.0,2021-11-08,2021-11-08
1032,남성,202762,1510.0,2021-11-08,2021-11-08
1033,여성,178078,1461.0,2021-11-07,2021-11-07
1034,남성,201857,1506.0,2021-11-07,2021-11-07
1035,여성,177043,1456.0,2021-11-06,2021-11-06
1036,남성,200669,1500.0,2021-11-06,2021-11-06
1037,여성,175993,1444.0,2021-11-05,2021-11-05
1038,남성,199471,1492.0,2021-11-05,2021-11-05
1039,여성,174882,1439.0,2021-11-04,2021-11-04
1040,남성,198238,1477.0,2021-11-04,2021-11-04
1041,여성,173682,1424.0,2021-11-03,2021-11-03
1042,남성,196958,1468.0,2021-11-03,2021-11-03
1043,여성,172439,1413.0,2021-11-02,2021-11-02
1044,남성,195535,1461.0,2021-11-02,2021-11-02
1045,여성,171654,1401.0,2021-11-01,2021-11-01
1046,남성,194732,1457.0,2021-11-01,2021-11-01
1047,여성,170824,1395.0,2021-10-31,2021-10-31
1048,남성,193876,1454.0,2021-10-31,2021-10-31
1049,여성,169940,1383.0,2021-10-30,2021-10-30
1050,남성,192699,1447.0,2021-10-30,2021-10-30
1051,여성,168995,1376.0,2021-10-29,2021-10-29
1052,남성,191541,1441.0,2021-10-29,2021-10-29
1053,여성,168012,1372.0,2021-10-28,2021-10-28
1054,남성,190400,1436.0,2021-10-28,2021-10-28
1055,여성,167084,1368.0,2021-10-27,2021-10-27
1056,남성,189221,1429.0,2021-10-27,2021-10-27
1057,여성,165630,1357.0,2021-10-25,2021-10-25
1058,남성,187459,1416.0,2021-10-25,2021-10-25
1059,여성,165068,1354.0,2021-10-24,2021-10-24
1060,남성,186831,1412.0,2021-10-24,2021-10-24
1061,여성,164453,1342.0,2021-10-23,2021-10-23
1062,남성,186023,1403.0,2021-10-23,2021-10-23
1063,여성,163779,1332.0,2021-10-22,2021-10-22
1064,남성,185190,1393.0,2021-10-22,2021-10-22
1065,여성,163147,1326.0,2021-10-21,2021-10-21
1066,남성,184382,1383.0,2021-10-21,2021-10-21
1067,여성,162515,1323.0,2021-10-20,2021-10-20
1068,남성,183573,1375.0,2021-10-20,2021-10-20
1069,여성,161833,1321.0,2021-10-19,2021-10-19
1070,남성,182685,1368.0,2021-10-19,2021-10-19
1071,여성,160867,1304.0,2021-10-17,2021-10-17
1072,남성,181529,1356.0,2021-10-17,2021-10-17
1073,여성,160261,1297.0,2021-10-16,2021-10-16
1074,남성,180717,1347.0,2021-10-16,2021-10-16
1075,여성,159526,1292.0,2021-10-15,2021-10-15
1076,남성,179835,1334.0,2021-10-15,2021-10-15
1077,여성,158787,1290.0,2021-10-14,2021-10-14
1078,남성,178892,1328.0,2021-10-14,2021-10-14
1079,여성,157955,1286.0,2021-10-13,2021-10-13
1080,남성,177787,1319.0,2021-10-13,2021-10-13
1081,여성,157277,1284.0,2021-10-12,2021-10-12
1082,남성,176886,1310.0,2021-10-12,2021-10-12
1083,여성,156732,1278.0,2021-10-11,2021-10-11
1084,남성,176084,1305.0,2021-10-11,2021-10-11
1085,여성,156178,1276.0,2021-10-10,2021-10-10
1086,남성,175341,1299.0,2021-10-10,2021-10-10
1087,여성,154707,1264.0,2021-10-08,2021-10-08
1088,남성,173269,1290.0,2021-10-08,2021-10-08
1089,여성,153814,1261.0,2021-10-07,2021-10-07
1090,남성,171990,1283.0,2021-10-07,2021-10-07
1091,여성,152788,1255.0,2021-10-06,2021-10-06
1092,남성,170591,1281.0,2021-10-06,2021-10-06
1093,여성,151422,1241.0,2021-10-04,2021-10-04
1094,남성,168355,1272.0,2021-10-04,2021-10-04
1095,여성,150774,1239.0,2021-10-03,2021-10-03
1096,남성,167331,1268.0,2021-10-03,2021-10-03
1097,여성,149921,1236.0,2021-10-02,2021-10-02
1098,남성,166099,1268.0,2021-10-02,2021-10-02
1099,여성,149019,1233.0,2021-10-01,2021-10-01
1100,남성,164754,1264.0,2021-10-01,2021-10-01
1101,여성,148013,1229.0,2021-09-30,2021-09-30
1102,남성,163276,1252.0,2021-09-30,2021-09-30
1103,여성,146927,1224.0,2021-09-29,2021-09-29
1104,남성,161798,1250.0,2021-09-29,2021-09-29
1105,여성,145727,1222.0,2021-09-28,2021-09-28
1106,남성,160115,1242.0,2021-09-28,2021-09-28
1107,여성,144744,1221.0,2021-09-27,2021-09-27
1108,남성,158809,1235.0,2021-09-27,2021-09-27
1109,여성,143683,1217.0,2021-09-26,2021-09-26
1110,남성,157489,1233.0,2021-09-26,2021-09-26
1111,여성,141089,1210.0,2021-09-24,2021-09-24
1112,남성,154043,1224.0,2021-09-24,2021-09-24
1113,여성,140047,1207.0,2021-09-23,2021-09-23
1114,남성,152652,1220.0,2021-09-23,2021-09-23
1115,여성,139317,1204.0,2021-09-22,2021-09-22
1116,남성,151666,1215.0,2021-09-22,2021-09-22
1117,여성,138538,1203.0,2021-09-21,2021-09-21
1118,남성,150725,1210.0,2021-09-21,2021-09-21
1119,여성,137784,1201.0,2021-09-20,2021-09-20
1120,남성,149752,1208.0,2021-09-20,2021-09-20
1121,여성,137077,1199.0,2021-09-19,2021-09-19
1122,남성,148854,1205.0,2021-09-19,2021-09-19
1123,여성,136213,1192.0,2021-09-18,2021-09-18
1124,남성,147809,1202.0,2021-09-18,2021-09-18
1125,여성,134409,1188.0,2021-09-16,2021-09-16
1126,남성,145521,1198.0,2021-09-16,2021-09-16
1127,여성,133526,1187.0,2021-09-15,2021-09-15
1128,남성,144463,1193.0,2021-09-15,2021-09-15
1129,여성,132602,1177.0,2021-09-14,2021-09-14
1130,남성,143308,1190.0,2021-09-14,2021-09-14
1131,여성,131972,1175.0,2021-09-13,2021-09-13
1132,남성,142443,1185.0,2021-09-13,2021-09-13
1133,여성,130582,1174.0,2021-09-11,2021-09-11
1134,남성,140645,1184.0,2021-09-11,2021-09-11
1135,여성,129737,1168.0,2021-09-10,2021-09-10
1136,남성,139625,1180.0,2021-09-10,2021-09-10
1137,여성,128911,1166.0,2021-09-09,2021-09-09
1138,남성,138559,1177.0,2021-09-09,2021-09-09
1139,여성,127986,1162.0,2021-09-08,2021-09-08
1140,남성,137437,1172.0,2021-09-08,2021-09-08
1141,여성,127081,1160.0,2021-09-07,2021-09-07
1142,남성,136293,1170.0,2021-09-07,2021-09-07
1143,여성,126392,1158.0,2021-09-06,2021-09-06
1144,남성,135386,1169.0,2021-09-06,2021-09-06
1145,여성,125087,1152.0,2021-09-04,2021-09-04
1146,남성,133826,1163.0,2021-09-04,2021-09-04
1147,여성,124319,1151.0,2021-09-03,2021-09-03
1148,남성,132791,1157.0,2021-09-03,2021-09-03
1149,여성,123576,1150.0,2021-09-02,2021-09-02
1150,남성,131825,1153.0,2021-09-02,2021-09-02
1151,여성,122711,1144.0,2021-09-01,2021-09-01
1152,남성,130734,1148.0,2021-09-01,2021-09-01
1153,여성,121802,1141.0,2021-08-31,2021-08-31
1154,남성,129619,1144.0,2021-08-31,2021-08-31
1155,여성,121186,1140.0,2021-08-30,2021-08-30
1156,남성,128865,1144.0,2021-08-30,2021-08-30
1157,여성,120528,1138.0,2021-08-29,2021-08-29
1158,남성,128040,1141.0,2021-08-29,2021-08-29
1159,여성,119792,1138.0,2021-08-28,2021-08-28
1160,남성,127159,1138.0,2021-08-28,2021-08-28
1161,여성,118923,1131.0,2021-08-27,2021-08-27
1162,남성,126235,1134.0,2021-08-27,2021-08-27
1163,여성,118085,1128.0,2021-08-26,2021-08-26
1164,남성,125232,1129.0,2021-08-26,2021-08-26
1165,여성,117288,1117.0,2021-08-25,2021-08-25
1166,남성,124151,1120.0,2021-08-25,2021-08-25
1167,여성,116331,1113.0,2021-08-24,2021-08-24
1168,남성,122956,1115.0,2021-08-24,2021-08-24
1169,여성,115648,1112.0,2021-08-23,2021-08-23
1170,남성,122134,1110.0,2021-08-23,2021-08-23
1171,여성,115012,1108.0,2021-08-22,2021-08-22
1172,남성,121354,1107.0,2021-08-22,2021-08-22
1173,여성,114238,1102.0,2021-08-21,2021-08-21
1174,남성,120501,1100.0,2021-08-21,2021-08-21
1175,여성,113401,1100.0,2021-08-20,2021-08-20
1176,남성,119458,1097.0,2021-08-20,2021-08-20
1177,여성,112494,1098.0,2021-08-19,2021-08-19
1178,남성,118314,1093.0,2021-08-19,2021-08-19
1179,여성,111561,1094.0,2021-08-18,2021-08-18
1180,남성,117096,1084.0,2021-08-18,2021-08-18
1181,여성,110768,1090.0,2021-08-17,2021-08-17
1182,남성,116086,1083.0,2021-08-17,2021-08-17
1183,여성,108543,1078.0,2021-08-14,2021-08-14
1184,남성,113568,1070.0,2021-08-14,2021-08-14
1185,여성,107675,1076.0,2021-08-13,2021-08-13
1186,남성,112507,1068.0,2021-08-13,2021-08-13
1187,여성,106776,1073.0,2021-08-12,2021-08-12
1188,남성,111416,1065.0,2021-08-12,2021-08-12
1189,여성,105853,1071.0,2021-08-11,2021-08-11
1190,남성,110353,1064.0,2021-08-11,2021-08-11
1191,여성,104737,1070.0,2021-08-10,2021-08-10
1192,남성,109250,1064.0,2021-08-10,2021-08-10
1193,여성,103977,1065.0,2021-08-09,2021-08-09
1194,남성,108471,1060.0,2021-08-09,2021-08-09
1195,여성,102425,1061.0,2021-08-07,2021-08-07
1196,남성,106803,1055.0,2021-08-07,2021-08-07
1197,여성,101544,1058.0,2021-08-06,2021-08-06
1198,남성,105862,1055.0,2021-08-06,2021-08-06
1199,여성,100754,1057.0,2021-08-05,2021-08-05
1200,남성,104948,1052.0,2021-08-05,2021-08-05
1201,여성,99921,1056.0,2021-08-04,2021-08-04
1202,남성,104005,1050.0,2021-08-04,2021-08-04
1203,여성,99101,1056.0,2021-08-03,2021-08-03
1204,남성,103102,1048.0,2021-08-03,2021-08-03
1205,여성,98499,1054.0,2021-08-02,2021-08-02
1206,남성,102503,1045.0,2021-08-02,2021-08-02
1207,여성,97875,1053.0,2021-08-01,2021-08-01
1208,남성,101912,1045.0,2021-08-01,2021-08-01
1209,여성,97164,1052.0,2021-07-31,2021-07-31
1210,남성,101181,1043.0,2021-07-31,2021-07-31
1211,여성,96423,1050.0,2021-07-30,2021-07-30
1212,남성,100383,1039.0,2021-07-30,2021-07-30
1213,여성,95610,1049.0,2021-07-29,2021-07-29
1214,남성,99489,1036.0,2021-07-29,2021-07-29
1215,여성,94781,1049.0,2021-07-28,2021-07-28
1216,남성,98646,1034.0,2021-07-28,2021-07-28
1217,여성,93836,1046.0,2021-07-27,2021-07-27
1218,남성,97695,1033.0,2021-07-27,2021-07-27
1219,여성,93214,1045.0,2021-07-26,2021-07-26
1220,남성,96952,1032.0,2021-07-26,2021-07-26
1221,여성,91921,1040.0,2021-07-24,2021-07-24
1222,남성,95441,1028.0,2021-07-24,2021-07-24
1223,여성,91159,1040.0,2021-07-23,2021-07-23
1224,남성,94574,1026.0,2021-07-23,2021-07-23
1225,여성,90401,1039.0,2021-07-22,2021-07-22
1226,남성,93702,1024.0,2021-07-22,2021-07-22
1227,여성,88786,1036.0,2021-07-20,2021-07-20
1228,남성,91695,1023.0,2021-07-20,2021-07-20
1229,여성,88167,1036.0,2021-07-19,2021-07-19
1230,남성,91036,1022.0,2021-07-19,2021-07-19
1231,여성,87584,1036.0,2021-07-18,2021-07-18
1232,남성,90367,1021.0,2021-07-18,2021-07-18
1233,여성,86926,1036.0,2021-07-17,2021-07-17
1234,남성,89574,1019.0,2021-07-17,2021-07-17
1235,여성,86250,1035.0,2021-07-16,2021-07-16
1236,남성,88796,1016.0,2021-07-16,2021-07-16
1237,여성,85545,1034.0,2021-07-15,2021-07-15
1238,남성,87966,1016.0,2021-07-15,2021-07-15
1239,여성,84814,1033.0,2021-07-14,2021-07-14
1240,남성,87097,1015.0,2021-07-14,2021-07-14
1241,여성,84089,1032.0,2021-07-13,2021-07-13
1242,남성,86207,1014.0,2021-07-13,2021-07-13
1243,여성,83559,1031.0,2021-07-12,2021-07-12
1244,남성,85587,1013.0,2021-07-12,2021-07-12
1245,여성,81789,1029.0,2021-07-09,2021-07-09
1246,남성,83555,1007.0,2021-07-09,2021-07-09
1247,여성,81168,1028.0,2021-07-08,2021-07-08
1248,남성,82860,1006.0,2021-07-08,2021-07-08
1249,여성,80590,1027.0,2021-07-07,2021-07-07
1250,남성,82163,1006.0,2021-07-07,2021-07-07
1251,여성,80007,1026.0,2021-07-06,2021-07-06
1252,남성,81534,1006.0,2021-07-06,2021-07-06
1253,여성,79647,1024.0,2021-07-05,2021-07-05
1254,남성,81148,1004.0,2021-07-05,2021-07-05
1255,여성,79296,1022.0,2021-07-04,2021-07-04
1256,남성,80788,1004.0,2021-07-04,2021-07-04
1257,여성,78956,1021.0,2021-07-03,2021-07-03
1258,남성,80386,1004.0,2021-07-03,2021-07-03
1259,여성,78575,1020.0,2021-07-02,2021-07-02
1260,남성,79974,1004.0,2021-07-02,2021-07-02
1261,여성,78197,1018.0,2021-07-01,2021-07-01
1262,남성,79526,1003.0,2021-07-01,2021-07-01
1263,여성,77870,1018.0,2021-06-30,2021-06-30
1264,남성,79091,1000.0,2021-06-30,2021-06-30
1265,여성,77481,1018.0,2021-06-29,2021-06-29
1266,남성,78686,999.0,2021-06-29,2021-06-29
1267,여성,77206,1017.0,2021-06-28,2021-06-28
1268,남성,78366,998.0,2021-06-28,2021-06-28
1269,여성,76708,1016.0,2021-06-26,2021-06-26
1270,남성,77749,996.0,2021-06-26,2021-06-26
1271,여성,76403,1015.0,2021-06-25,2021-06-25
1272,남성,77386,994.0,2021-06-25,2021-06-25
1273,여성,75870,1014.0,2021-06-23,2021-06-23
1274,남성,76675,993.0,2021-06-23,2021-06-23
1275,여성,75582,1014.0,2021-06-22,2021-06-22
1276,남성,76319,992.0,2021-06-22,2021-06-22
1277,여성,75397,1013.0,2021-06-21,2021-06-21
1278,남성,76109,991.0,2021-06-21,2021-06-21
1279,여성,75219,1012.0,2021-06-20,2021-06-20
1280,남성,75930,990.0,2021-06-20,2021-06-20
1281,여성,75008,1009.0,2021-06-19,2021-06-19
1282,남성,75712,988.0,2021-06-19,2021-06-19
1283,여성,74774,1008.0,2021-06-18,2021-06-18
1284,남성,75464,988.0,2021-06-18,2021-06-18
1285,여성,74540,1008.0,2021-06-17,2021-06-17
1286,남성,75191,986.0,2021-06-17,2021-06-17
1287,여성,74281,1008.0,2021-06-16,2021-06-16
1288,남성,74910,985.0,2021-06-16,2021-06-16
1289,여성,73997,1008.0,2021-06-15,2021-06-15
1290,남성,74650,984.0,2021-06-15,2021-06-15
1291,여성,73816,1004.0,2021-06-14,2021-06-14
1292,남성,74457,984.0,2021-06-14,2021-06-14
1293,여성,73628,1003.0,2021-06-14,2021-06-14
1294,남성,74246,982.0,2021-06-14,2021-06-14
1295,여성,73628,1003.0,2021-06-13,2021-06-13
1296,남성,74246,982.0,2021-06-13,2021-06-13
1297,여성,73421,1000.0,2021-06-12,2021-06-12
1298,남성,74001,982.0,2021-06-12,2021-06-12
1299,여성,73153,1000.0,2021-06-11,2021-06-11
1300,남성,73706,981.0,2021-06-11,2021-06-11
1301,여성,72898,999.0,2021-06-10,2021-06-10
1302,남성,73405,980.0,2021-06-10,2021-06-10
1303,여성,72609,998.0,2021-06-09,2021-06-09
1304,남성,73083,979.0,2021-06-09,2021-06-09
1305,여성,72332,997.0,2021-06-08,2021-06-08
1306,남성,72759,978.0,2021-06-08,2021-06-08
1307,여성,72134,996.0,2021-06-07,2021-06-07
1308,남성,72503,978.0,2021-06-07,2021-06-07
1309,여성,71916,996.0,2021-06-06,2021-06-06
1310,남성,72236,977.0,2021-06-06,2021-06-06
1311,여성,71657,996.0,2021-06-05,2021-06-05
1312,남성,71939,975.0,2021-06-05,2021-06-05
1313,여성,71308,995.0,2021-06-04,2021-06-04
1314,남성,71544,974.0,2021-06-04,2021-06-04
1315,여성,70994,994.0,2021-06-03,2021-06-03
1316,남성,71163,974.0,2021-06-03,2021-06-03
1317,여성,70651,991.0,2021-06-02,2021-06-02
1318,남성,70825,974.0,2021-06-02,2021-06-02
1319,여성,70325,991.0,2021-06-01,2021-06-01
1320,남성,70474,972.0,2021-06-01,2021-06-01
1321,여성,70136,989.0,2021-05-31,2021-05-31
1322,남성,70204,970.0,2021-05-31,2021-05-31
1323,여성,69908,987.0,2021-05-30,2021-05-30
1324,남성,70002,970.0,2021-05-30,2021-05-30
1325,여성,69677,983.0,2021-05-29,2021-05-29
1326,남성,69754,968.0,2021-05-29,2021-05-29
1327,여성,69415,980.0,2021-05-28,2021-05-28
1328,남성,69483,966.0,2021-05-28,2021-05-28
1329,여성,69147,978.0,2021-05-27,2021-05-27
1330,남성,69164,965.0,2021-05-27,2021-05-27
1331,여성,68844,975.0,2021-05-26,2021-05-26
1332,남성,68838,965.0,2021-05-26,2021-05-26
1333,여성,68498,973.0,2021-05-25,2021-05-25
1334,남성,68485,965.0,2021-05-25,2021-05-25
1335,여성,68271,969.0,2021-05-24,2021-05-24
1336,남성,68196,965.0,2021-05-24,2021-05-24
1337,여성,68022,968.0,2021-05-23,2021-05-23
1338,남성,67907,963.0,2021-05-23,2021-05-23
1339,여성,67746,966.0,2021-05-22,2021-05-22
1340,남성,67598,960.0,2021-05-22,2021-05-22
1341,여성,67426,963.0,2021-05-21,2021-05-21
1342,남성,67252,959.0,2021-05-21,2021-05-21
1343,여성,67175,962.0,2021-05-20,2021-05-20
1344,남성,66942,954.0,2021-05-20,2021-05-20
1345,여성,66837,960.0,2021-05-19,2021-05-19
1346,남성,66634,952.0,2021-05-19,2021-05-19
1347,여성,66540,958.0,2021-05-18,2021-05-18
1348,남성,66278,946.0,2021-05-18,2021-05-18
1349,여성,66295,958.0,2021-05-17,2021-05-17
1350,남성,65995,945.0,2021-05-17,2021-05-17
1351,여성,66012,956.0,2021-05-16,2021-05-16
1352,남성,65659,944.0,2021-05-16,2021-05-16
1353,여성,65714,952.0,2021-05-15,2021-05-15
1354,남성,65347,944.0,2021-05-15,2021-05-15
1355,여성,65393,952.0,2021-05-14,2021-05-14
1356,남성,64987,941.0,2021-05-14,2021-05-14
1357,여성,65012,952.0,2021-05-13,2021-05-13
1358,남성,64621,939.0,2021-05-13,2021-05-13
1359,여성,64671,946.0,2021-05-12,2021-05-12
1360,남성,64247,938.0,2021-05-12,2021-05-12
1361,여성,64362,944.0,2021-05-11,2021-05-11
1362,남성,63921,935.0,2021-05-11,2021-05-11
1363,여성,64104,942.0,2021-05-10,2021-05-10
1364,남성,63668,933.0,2021-05-10,2021-05-10
1365,여성,63606,937.0,2021-05-08,2021-05-08
1366,남성,63139,928.0,2021-05-08,2021-05-08
1367,여성,63244,935.0,2021-05-07,2021-05-07
1368,남성,62800,925.0,2021-05-07,2021-05-07
1369,여성,62977,931.0,2021-05-06,2021-05-06
1370,남성,62542,920.0,2021-05-06,2021-05-06
1371,여성,62698,930.0,2021-05-05,2021-05-05
1372,남성,62247,917.0,2021-05-05,2021-05-05
1373,여성,62390,926.0,2021-05-04,2021-05-04
1374,남성,61879,914.0,2021-05-04,2021-05-04
1375,여성,62122,923.0,2021-05-03,2021-05-03
1376,남성,61606,911.0,2021-05-03,2021-05-03
1377,여성,61870,923.0,2021-05-02,2021-05-02
1378,남성,61370,910.0,2021-05-02,2021-05-02
1379,여성,61262,920.0,2021-04-30,2021-04-30
1380,남성,60745,908.0,2021-04-30,2021-04-30
1381,여성,60954,919.0,2021-04-29,2021-04-29
1382,남성,60397,906.0,2021-04-29,2021-04-29
1383,여성,60209,914.0,2021-04-27,2021-04-27
1384,남성,59689,906.0,2021-04-27,2021-04-27
1385,여성,59721,910.0,2021-04-25,2021-04-25
1386,남성,59166,903.0,2021-04-25,2021-04-25
1387,여성,59400,909.0,2021-04-24,2021-04-24
1388,남성,58843,903.0,2021-04-24,2021-04-24
1389,여성,59020,909.0,2021-04-23,2021-04-23
1390,남성,58438,902.0,2021-04-23,2021-04-23
1391,여성,58613,908.0,2021-04-22,2021-04-22
1392,남성,58048,900.0,2021-04-22,2021-04-22
1393,여성,58264,908.0,2021-04-21,2021-04-21
1394,남성,57662,898.0,2021-04-21,2021-04-21
1395,여성,57899,906.0,2021-04-20,2021-04-20
1396,남성,57296,896.0,2021-04-20,2021-04-20
1397,여성,57645,905.0,2021-04-19,2021-04-19
1398,남성,57001,896.0,2021-04-19,2021-04-19
1399,여성,57392,903.0,2021-04-18,2021-04-18
1400,남성,56723,894.0,2021-04-18,2021-04-18
1401,여성,57065,902.0,2021-04-17,2021-04-17
1402,남성,56379,892.0,2021-04-17,2021-04-17
1403,여성,56734,899.0,2021-04-16,2021-04-16
1404,남성,56055,891.0,2021-04-16,2021-04-16
1405,여성,56384,898.0,2021-04-15,2021-04-15
1406,남성,55733,890.0,2021-04-15,2021-04-15
1407,여성,56039,895.0,2021-04-14,2021-04-14
1408,남성,55380,887.0,2021-04-14,2021-04-14
1409,여성,55687,890.0,2021-04-13,2021-04-13
1410,남성,55001,885.0,2021-04-13,2021-04-13
1411,여성,55426,888.0,2021-04-12,2021-04-12
1412,남성,54720,882.0,2021-04-12,2021-04-12
1413,여성,55139,887.0,2021-04-11,2021-04-11
1414,남성,54420,881.0,2021-04-11,2021-04-11
1415,여성,54864,887.0,2021-04-10,2021-04-10
1416,남성,54081,878.0,2021-04-10,2021-04-10
1417,여성,54523,887.0,2021-04-09,2021-04-09
1418,남성,53746,877.0,2021-04-09,2021-04-09
1419,여성,54184,884.0,2021-04-08,2021-04-08
1420,남성,53414,874.0,2021-04-08,2021-04-08
1421,여성,53827,883.0,2021-04-07,2021-04-07
1422,남성,53071,873.0,2021-04-07,2021-04-07
1423,여성,53247,878.0,2021-04-05,2021-04-05
1424,남성,52505,870.0,2021-04-05,2021-04-05
1425,여성,53001,874.0,2021-04-04,2021-04-04
1426,남성,52278,870.0,2021-04-04,2021-04-04
1427,여성,52435,872.0,2021-04-02,2021-04-02
1428,남성,51759,865.0,2021-04-02,2021-04-02
1429,여성,52174,871.0,2021-04-01,2021-04-01
1430,남성,51465,864.0,2021-04-01,2021-04-01
1431,여성,51905,869.0,2021-03-31,2021-03-31
1432,남성,51183,862.0,2021-03-31,2021-03-31
1433,여성,51637,868.0,2021-03-30,2021-03-30
1434,남성,50945,861.0,2021-03-30,2021-03-30
1435,여성,51434,867.0,2021-03-29,2021-03-29
1436,남성,50707,859.0,2021-03-29,2021-03-29
1437,여성,51249,864.0,2021-03-28,2021-03-28
1438,남성,50508,858.0,2021-03-28,2021-03-28
1439,여성,51021,864.0,2021-03-27,2021-03-27
1440,남성,50254,857.0,2021-03-27,2021-03-27
1441,여성,50759,864.0,2021-03-26,2021-03-26
1442,남성,50011,852.0,2021-03-26,2021-03-26
1443,여성,50504,859.0,2021-03-25,2021-03-25
1444,남성,49772,850.0,2021-03-25,2021-03-25
1445,여성,50300,859.0,2021-03-24,2021-03-24
1446,남성,49546,848.0,2021-03-24,2021-03-24
1447,여성,50101,858.0,2021-03-23,2021-03-23
1448,남성,49320,846.0,2021-03-23,2021-03-23
1449,여성,49912,854.0,2021-03-22,2021-03-22
1450,남성,49163,843.0,2021-03-22,2021-03-22
1451,여성,49497,852.0,2021-03-20,2021-03-20
1452,남성,48712,841.0,2021-03-20,2021-03-20
1453,여성,49286,850.0,2021-03-19,2021-03-19
1454,남성,48471,840.0,2021-03-19,2021-03-19
1455,여성,49053,850.0,2021-03-18,2021-03-18
1456,남성,48241,838.0,2021-03-18,2021-03-18
1457,여성,48853,848.0,2021-03-17,2021-03-17
1458,남성,47996,838.0,2021-03-17,2021-03-17
1459,여성,48626,844.0,2021-03-16,2021-03-16
1460,남성,47754,834.0,2021-03-16,2021-03-16
1461,여성,48449,843.0,2021-03-15,2021-03-15
1462,남성,47568,832.0,2021-03-15,2021-03-15
1463,여성,48059,838.0,2021-03-13,2021-03-13
1464,남성,47117,829.0,2021-03-13,2021-03-13
1465,여성,47566,829.0,2021-03-11,2021-03-11
1466,남성,46632,823.0,2021-03-11,2021-03-11
1467,여성,47117,827.0,2021-03-09,2021-03-09
1468,남성,46146,818.0,2021-03-09,2021-03-09
1469,여성,46900,825.0,2021-03-08,2021-03-08
1470,남성,45917,817.0,2021-03-08,2021-03-08
1471,여성,46751,821.0,2021-03-07,2021-03-07
1472,남성,45720,813.0,2021-03-07,2021-03-07
1473,여성,46553,820.0,2021-03-06,2021-03-06
1474,남성,45502,812.0,2021-03-06,2021-03-06
1475,여성,46361,816.0,2021-03-05,2021-03-05
1476,남성,45277,811.0,2021-03-05,2021-03-05
1477,여성,46175,811.0,2021-03-04,2021-03-04
1478,남성,45065,808.0,2021-03-04,2021-03-04
1479,여성,45981,808.0,2021-03-03,2021-03-03
1480,남성,44835,804.0,2021-03-03,2021-03-03
1481,여성,45796,806.0,2021-03-02,2021-03-02
1482,남성,44576,800.0,2021-03-02,2021-03-02
1483,여성,45454,803.0,2021-02-28,2021-02-28
1484,남성,44222,800.0,2021-02-28,2021-02-28
1485,여성,45281,801.0,2021-02-27,2021-02-27
1486,남성,44040,794.0,2021-02-27,2021-02-27
1487,여성,45084,798.0,2021-02-26,2021-02-26
1488,남성,43838,787.0,2021-02-26,2021-02-26
1489,여성,44883,795.0,2021-02-25,2021-02-25
1490,남성,43633,786.0,2021-02-25,2021-02-25
1491,여성,44687,792.0,2021-02-24,2021-02-24
1492,남성,43433,784.0,2021-02-24,2021-02-24
1493,여성,44455,791.0,2021-02-23,2021-02-23
1494,남성,43226,782.0,2021-02-23,2021-02-23
1495,여성,44290,785.0,2021-02-22,2021-02-22
1496,남성,43034,777.0,2021-02-22,2021-02-22
1497,여성,43698,778.0,2021-02-19,2021-02-19
1498,남성,42430,772.0,2021-02-19,2021-02-19
1499,여성,43104,774.0,2021-02-17,2021-02-17
1500,남성,41842,764.0,2021-02-17,2021-02-17
1501,여성,42788,772.0,2021-02-16,2021-02-16
1502,남성,41537,762.0,2021-02-16,2021-02-16
1503,여성,42579,769.0,2021-02-15,2021-02-15
1504,남성,41290,758.0,2021-02-15,2021-02-15
