,성별,확진자 수,사망자 수,날짜,날짜_dt
2022,남성,4516,135.0,2020-05-14,2020-05-14
2023,여성,6463,125.0,2020-05-13,2020-05-13
2024,남성,4499,134.0,2020-05-13,2020-05-13
2025,여성,6455,125.0,2020-05-12,2020-05-12
2026,남성,4481,133.0,2020-05-12,2020-05-12
2027,여성,6448,123.0,2020-05-11,2020-05-11
2028,남성,4461,133.0,2020-05-11,2020-05-11
2029,여성,6444,123.0,2020-05-10,2020-05-10
2030,남성,4430,133.0,2020-05-10,2020-05-10
2031,여성,6434,123.0,2020-05-09,2020-05-09
2032,남성,4406,133.0,2020-05-09,2020-05-09
2033,여성,6433,123.0,2020-05-08,2020-05-08
2034,남성,4389,133.0,2020-05-08,2020-05-08
2035,여성,6428,123.0,2020-05-07,2020-05-07
2036,남성,4382,133.0,2020-05-07,2020-05-07
2037,여성,6427,123.0,2020-05-06,2020-05-06
2038,남성,4379,132.0,2020-05-06,2020-05-06
2039,여성,6427,123.0,2020-05-05,2020-05-05
2040,남성,4377,131.0,2020-05-05,2020-05-05
2041,여성,6426,121.0,2020-05-04,2020-05-04
2042,남성,4375,131.0,2020-05-04,2020-05-04
2043,여성,6424,120.0,2020-05-03,2020-05-03
2044,남성,4369,130.0,2020-05-03,2020-05-03
2045,여성,6418,120.0,2020-05-02,2020-05-02
2046,남성,4362,130.0,2020-05-02,2020-05-02
2047,여성,6418,118.0,2020-05-01,2020-05-01
2048,남성,4356,130.0,2020-05-01,2020-05-01
2049,여성,6413,117.0,2020-04-30,2020-04-30
2050,남성,4352,130.0,2020-04-30,2020-04-30
2051,여성,6413,117.0,2020-04-29,2020-04-29
2052,남성,4348,129.0,2020-04-29,2020-04-29
2053,여성,6408,116.0,2020-04-28,2020-04-28
2054,남성,4344,128.0,2020-04-28,2020-04-28
2055,여성,6401,116.0,2020-04-27,2020-04-27
2056,남성,4337,127.0,2020-04-27,2020-04-27
2057,여성,6395,115.0,2020-04-26,2020-04-26
2058,남성,4333,127.0,2020-04-26,2020-04-26
2059,여성,6391,113.0,2020-04-25,2020-04-25
2060,남성,4327,127.0,2020-04-25,2020-04-25
2061,여성,6385,113.0,2020-04-24,2020-04-24
2062,남성,4323,127.0,2020-04-24,2020-04-24
2063,여성,6384,113.0,2020-04-23,2020-04-23
2064,남성,4318,127.0,2020-04-23,2020-04-23
2065,여성,6380,112.0,2020-04-22,2020-04-22
2066,남성,4314,126.0,2020-04-22,2020-04-22
2067,여성,6375,112.0,2020-04-21,2020-04-21
2068,남성,4308,125.0,2020-04-21,2020-04-21
2069,여성,6372,111.0,2020-04-20,2020-04-20
2070,남성,4302,125.0,2020-04-20,2020-04-20
2071,여성,6364,110.0,2020-04-19,2020-04-19
2072,남성,4297,124.0,2020-04-19,2020-04-19
2073,여성,6364,110.0,2020-04-19,2020-04-19
2074,남성,4297,124.0,2020-04-19,2020-04-19
2075,여성,6360,108.0,2020-04-18,2020-04-18
2076,남성,4293,124.0,2020-04-18,2020-04-18
2077,여성,6349,108.0,2020-04-17,2020-04-17
2078,남성,4286,122.0,2020-04-17,2020-04-17
2079,여성,6341,107.0,2020-04-16,2020-04-16
2080,남성,4272,122.0,2020-04-16,2020-04-16
2081,여성,6341,107.0,2020-04-16,2020-04-16
2082,남성,4272,122.0,2020-04-16,2020-04-16
2083,여성,6325,107.0,2020-04-15,2020-04-15
2084,남성,4266,118.0,2020-04-15,2020-04-15
2085,여성,6308,106.0,2020-04-14,2020-04-14
2086,남성,4256,116.0,2020-04-14,2020-04-14
2087,여성,6294,102.0,2020-04-13,2020-04-13
2088,남성,4243,115.0,2020-04-13,2020-04-13
2089,여성,6283,101.0,2020-04-12,2020-04-12
2090,남성,4229,113.0,2020-04-12,2020-04-12
2091,여성,6265,100.0,2020-04-11,2020-04-11
2092,남성,4215,111.0,2020-04-11,2020-04-11
2093,여성,6250,99.0,2020-04-10,2020-04-10
2094,남성,4200,109.0,2020-04-10,2020-04-10
2095,여성,6238,97.0,2020-04-09,2020-04-09
2096,남성,4185,107.0,2020-04-09,2020-04-09
2097,여성,6221,94.0,2020-04-08,2020-04-08
2098,남성,4163,106.0,2020-04-08,2020-04-08
2099,여성,6221,94.0,2020-04-08,2020-04-08
2100,남성,4163,106.0,2020-04-08,2020-04-08
2101,여성,6221,94.0,2020-04-08,2020-04-08
2102,남성,4163,106.0,2020-04-08,2020-04-08
2103,여성,6221,94.0,2020-04-08,2020-04-08
2104,남성,4163,106.0,2020-04-08,2020-04-08
2105,여성,6221,94.0,2020-04-08,2020-04-08
2106,남성,4163,106.0,2020-04-08,2020-04-08
2107,여성,6193,91.0,2020-04-07,2020-04-07
2108,남성,4138,101.0,2020-04-07,2020-04-07
2109,여성,5881,80.0,2020-04-02,2020-04-02
2110,남성,3905,82.0,2020-04-02,2020-04-02
