,나이,확진자 수,사망자 수,날짜,날짜_dt
7800,50대,4574,21.0,2020-10-13,2020-10-13
7801,60대,3962,47.0,2020-10-13,2020-10-13
7802,70대,2006,142.0,2020-10-13,2020-10-13
7803,80대 이상,1014,218.0,2020-10-13,2020-10-13
7804,10대 미만,606,0.0,2020-10-11,2020-10-11
7805,10대,1353,0.0,2020-10-11,2020-10-11
7806,20대,4872,0.0,2020-10-11,2020-10-11
7807,30대,3014,2.0,2020-10-11,2020-10-11
7808,40대,3271,4.0,2020-10-11,2020-10-11
7809,50대,4549,20.0,2020-10-11,2020-10-11
7810,60대,3939,46.0,2020-10-11,2020-10-11
7811,70대,1991,142.0,2020-10-11,2020-10-11
7812,80대 이상,1011,218.0,2020-10-11,2020-10-11
7813,10대 미만,602,0.0,2020-10-10,2020-10-10
7814,10대,1353,0.0,2020-10-10,2020-10-10
7815,20대,4861,0.0,2020-10-10,2020-10-10
7816,30대,3000,2.0,2020-10-10,2020-10-10
7817,40대,3263,4.0,2020-10-10,2020-10-10
7818,50대,4543,20.0,2020-10-10,2020-10-10
7819,60대,3933,46.0,2020-10-10,2020-10-10
7820,70대,1985,142.0,2020-10-10,2020-10-10
7821,80대 이상,1008,216.0,2020-10-10,2020-10-10
7822,10대 미만,594,0.0,2020-10-07,2020-10-07
7823,10대,1334,0.0,2020-10-07,2020-10-07
7824,20대,4836,0.0,2020-10-07,2020-10-07
7825,30대,2979,2.0,2020-10-07,2020-10-07
7826,40대,3242,4.0,2020-10-07,2020-10-07
7827,50대,4515,19.0,2020-10-07,2020-10-07
7828,60대,3890,46.0,2020-10-07,2020-10-07
7829,70대,1964,141.0,2020-10-07,2020-10-07
7830,80대 이상,999,213.0,2020-10-07,2020-10-07
7831,10대 미만,593,0.0,2020-10-06,2020-10-06
7832,10대,1332,0.0,2020-10-06,2020-10-06
7833,20대,4828,0.0,2020-10-06,2020-10-06
7834,30대,2966,2.0,2020-10-06,2020-10-06
7835,40대,3232,4.0,2020-10-06,2020-10-06
7836,50대,4487,19.0,2020-10-06,2020-10-06
7837,60대,3859,46.0,2020-10-06,2020-10-06
7838,70대,1948,141.0,2020-10-06,2020-10-06
7839,80대 이상,994,210.0,2020-10-06,2020-10-06
7840,10대 미만,588,0.0,2020-10-05,2020-10-05
7841,10대,1324,0.0,2020-10-05,2020-10-05
7842,20대,4802,0.0,2020-10-05,2020-10-05
7843,30대,2958,2.0,2020-10-05,2020-10-05
7844,40대,3230,4.0,2020-10-05,2020-10-05
7845,50대,4476,19.0,2020-10-05,2020-10-05
7846,60대,3850,46.0,2020-10-05,2020-10-05
7847,70대,1944,141.0,2020-10-05,2020-10-05
7848,80대 이상,992,210.0,2020-10-05,2020-10-05
7849,10대 미만,588,0.0,2020-10-04,2020-10-04
7850,10대,1321,0.0,2020-10-04,2020-10-04
7851,20대,4785,0.0,2020-10-04,2020-10-04
7852,30대,2949,2.0,2020-10-04,2020-10-04
7853,40대,3222,4.0,2020-10-04,2020-10-04
7854,50대,4464,19.0,2020-10-04,2020-10-04
7855,60대,3836,45.0,2020-10-04,2020-10-04
7856,70대,1938,141.0,2020-10-04,2020-10-04
7857,80대 이상,988,210.0,2020-10-04,2020-10-04
7858,10대 미만,588,0.0,2020-10-03,2020-10-03
7859,10대,1317,0.0,2020-10-03,2020-10-03
7860,20대,4781,0.0,2020-10-03,2020-10-03
7861,30대,2940,2.0,2020-10-03,2020-10-03
7862,40대,3209,4.0,2020-10-03,2020-10-03
7863,50대,4456,19.0,2020-10-03,2020-10-03
7864,60대,3824,44.0,2020-10-03,2020-10-03
7865,70대,1930,141.0,2020-10-03,2020-10-03
7866,80대 이상,982,210.0,2020-10-03,2020-10-03
7867,10대 미만,587,0.0,2020-10-02,2020-10-02
7868,10대,1316,0.0,2020-10-02,2020-10-02
7869,20대,4775,0.0,2020-10-02,2020-10-02
7870,30대,2927,2.0,2020-10-02,2020-10-02
7871,40대,3198,4.0,2020-10-02,2020-10-02
7872,50대,4445,19.0,2020-10-02,2020-10-02
7873,60대,3808,44.0,2020-10-02,2020-10-02
7874,70대,1917,138.0,2020-10-02,2020-10-02
7875,80대 이상,979,209.0,2020-10-02,2020-10-02
7876,10대 미만,584,0.0,2020-10-01,2020-10-01
7877,10대,1310,0.0,2020-10-01,2020-10-01
7878,20대,4769,0.0,2020-10-01,2020-10-01
7879,30대,2917,2.0,2020-10-01,2020-10-01
7880,40대,3192,4.0,2020-10-01,2020-10-01
7881,50대,4434,19.0,2020-10-01,2020-10-01
7882,60대,3795,44.0,2020-10-01,2020-10-01
7883,70대,1913,138.0,2020-10-01,2020-10-01
7884,80대 이상,975,208.0,2020-10-01,2020-10-01
7885,10대 미만,578,0.0,2020-09-30,2020-09-30
7886,10대,1306,0.0,2020-09-30,2020-09-30
7887,20대,4762,0.0,2020-09-30,2020-09-30
7888,30대,2908,2.0,2020-09-30,2020-09-30
7889,40대,3178,4.0,2020-09-30,2020-09-30
7890,50대,4421,19.0,2020-09-30,2020-09-30
7891,60대,3782,44.0,2020-09-30,2020-09-30
7892,70대,1906,136.0,2020-09-30,2020-09-30
7893,80대 이상,971,208.0,2020-09-30,2020-09-30
7894,10대 미만,573,0.0,2020-09-29,2020-09-29
7895,10대,1301,0.0,2020-09-29,2020-09-29
7896,20대,4754,0.0,2020-09-29,2020-09-29
7897,30대,2888,2.0,2020-09-29,2020-09-29
7898,40대,3158,4.0,2020-09-29,2020-09-29
7899,50대,4395,19.0,2020-09-29,2020-09-29
7900,60대,3764,44.0,2020-09-29,2020-09-29
7901,70대,1897,133.0,2020-09-29,2020-09-29
7902,80대 이상,969,205.0,2020-09-29,2020-09-29
7903,10대 미만,572,0.0,2020-09-28,2020-09-28
7904,10대,1299,0.0,2020-09-28,2020-09-28
7905,20대,4746,0.0,2020-09-28,2020-09-28
7906,30대,2881,2.0,2020-09-28,2020-09-28
7907,40대,3151,4.0,2020-09-28,2020-09-28
7908,50대,4390,19.0,2020-09-28,2020-09-28
7909,60대,3760,44.0,2020-09-28,2020-09-28
7910,70대,1897,132.0,2020-09-28,2020-09-28
7911,80대 이상,965,205.0,2020-09-28,2020-09-28
7912,10대 미만,568,0.0,2020-09-27,2020-09-27
7913,10대,1295,0.0,2020-09-27,2020-09-27
7914,20대,4741,0.0,2020-09-27,2020-09-27
7915,30대,2878,2.0,2020-09-27,2020-09-27
7916,40대,3146,4.0,2020-09-27,2020-09-27
7917,50대,4380,18.0,2020-09-27,2020-09-27
7918,60대,3748,44.0,2020-09-27,2020-09-27
7919,70대,1894,130.0,2020-09-27,2020-09-27
7920,80대 이상,961,203.0,2020-09-27,2020-09-27
7921,10대 미만,567,0.0,2020-09-26,2020-09-26
7922,10대,1291,0.0,2020-09-26,2020-09-26
7923,20대,4727,0.0,2020-09-26,2020-09-26
7924,30대,2862,2.0,2020-09-26,2020-09-26
7925,40대,3134,4.0,2020-09-26,2020-09-26
7926,50대,4361,18.0,2020-09-26,2020-09-26
7927,60대,3728,43.0,2020-09-26,2020-09-26
7928,70대,1887,130.0,2020-09-26,2020-09-26
7929,80대 이상,959,202.0,2020-09-26,2020-09-26
7930,10대 미만,566,0.0,2020-09-25,2020-09-25
7931,10대,1285,0.0,2020-09-25,2020-09-25
7932,20대,4720,0.0,2020-09-25,2020-09-25
7933,30대,2855,2.0,2020-09-25,2020-09-25
7934,40대,3129,4.0,2020-09-25,2020-09-25
7935,50대,4351,18.0,2020-09-25,2020-09-25
7936,60대,3712,43.0,2020-09-25,2020-09-25
7937,70대,1878,128.0,2020-09-25,2020-09-25
7938,80대 이상,959,200.0,2020-09-25,2020-09-25
7939,10대 미만,561,0.0,2020-09-24,2020-09-24
7940,10대,1282,0.0,2020-09-24,2020-09-24
7941,20대,4708,0.0,2020-09-24,2020-09-24
7942,30대,2841,2.0,2020-09-24,2020-09-24
7943,40대,3114,4.0,2020-09-24,2020-09-24
7944,50대,4332,18.0,2020-09-24,2020-09-24
7945,60대,3690,43.0,2020-09-24,2020-09-24
7946,70대,1864,126.0,2020-09-24,2020-09-24
7947,80대 이상,949,200.0,2020-09-24,2020-09-24
7948,10대 미만,555,0.0,2020-09-23,2020-09-23
7949,10대,1278,0.0,2020-09-23,2020-09-23
7950,20대,4693,0.0,2020-09-23,2020-09-23
7951,30대,2832,2.0,2020-09-23,2020-09-23
7952,40대,3097,4.0,2020-09-23,2020-09-23
7953,50대,4303,17.0,2020-09-23,2020-09-23
7954,60대,3663,43.0,2020-09-23,2020-09-23
7955,70대,1855,123.0,2020-09-23,2020-09-23
7956,80대 이상,940,199.0,2020-09-23,2020-09-23
7957,10대 미만,551,0.0,2020-09-22,2020-09-22
7958,10대,1274,0.0,2020-09-22,2020-09-22
7959,20대,4684,0.0,2020-09-22,2020-09-22
7960,30대,2822,2.0,2020-09-22,2020-09-22
7961,40대,3083,4.0,2020-09-22,2020-09-22
7962,50대,4280,17.0,2020-09-22,2020-09-22
7963,60대,3644,43.0,2020-09-22,2020-09-22
7964,70대,1833,123.0,2020-09-22,2020-09-22
7965,80대 이상,935,199.0,2020-09-22,2020-09-22
7966,10대 미만,550,0.0,2020-09-21,2020-09-21
7967,10대,1272,0.0,2020-09-21,2020-09-21
7968,20대,4678,0.0,2020-09-21,2020-09-21
7969,30대,2812,2.0,2020-09-21,2020-09-21
7970,40대,3073,4.0,2020-09-21,2020-09-21
7971,50대,4264,17.0,2020-09-21,2020-09-21
7972,60대,3634,42.0,2020-09-21,2020-09-21
7973,70대,1828,121.0,2020-09-21,2020-09-21
7974,80대 이상,934,199.0,2020-09-21,2020-09-21
7975,10대 미만,548,0.0,2020-09-20,2020-09-20
7976,10대,1264,0.0,2020-09-20,2020-09-20
7977,20대,4653,0.0,2020-09-20,2020-09-20
7978,30대,2792,2.0,2020-09-20,2020-09-20
7979,40대,3053,4.0,2020-09-20,2020-09-20
7980,50대,4239,17.0,2020-09-20,2020-09-20
7981,60대,3608,42.0,2020-09-20,2020-09-20
7982,70대,1807,118.0,2020-09-20,2020-09-20
7983,80대 이상,929,195.0,2020-09-20,2020-09-20
7984,10대 미만,548,0.0,2020-09-19,2020-09-19
7985,10대,1264,0.0,2020-09-19,2020-09-19
7986,20대,4653,0.0,2020-09-19,2020-09-19
7987,30대,2792,2.0,2020-09-19,2020-09-19
7988,40대,3053,4.0,2020-09-19,2020-09-19
7989,50대,4239,17.0,2020-09-19,2020-09-19
7990,60대,3608,42.0,2020-09-19,2020-09-19
7991,70대,1807,118.0,2020-09-19,2020-09-19
7992,80대 이상,929,195.0,2020-09-19,2020-09-19
7993,10대 미만,547,0.0,2020-09-18,2020-09-18
7994,10대,1259,0.0,2020-09-18,2020-09-18
7995,20대,4647,0.0,2020-09-18,2020-09-18
7996,30대,2785,2.0,2020-09-18,2020-09-18
7997,40대,3044,4.0,2020-09-18,2020-09-18
7998,50대,4204,17.0,2020-09-18,2020-09-18
7999,60대,3582,42.0,2020-09-18,2020-09-18
8000,70대,1792,118.0,2020-09-18,2020-09-18
8001,80대 이상,923,194.0,2020-09-18,2020-09-18
8002,10대 미만,539,0.0,2020-09-16,2020-09-16
8003,10대,1247,0.0,2020-09-16,2020-09-16
8004,20대,4606,0.0,2020-09-16,2020-09-16
8005,30대,2757,2.0,2020-09-16,2020-09-16
8006,40대,3003,4.0,2020-09-16,2020-09-16
8007,50대,4144,17.0,2020-09-16,2020-09-16
8008,60대,3531,42.0,2020-09-16,2020-09-16
8009,70대,1763,114.0,2020-09-16,2020-09-16
8010,80대 이상,914,188.0,2020-09-16,2020-09-16
8011,10대 미만,538,0.0,2020-09-15,2020-09-15
8012,10대,1244,0.0,2020-09-15,2020-09-15
8013,20대,4592,0.0,2020-09-15,2020-09-15
8014,30대,2748,2.0,2020-09-15,2020-09-15
8015,40대,2986,4.0,2020-09-15,2020-09-15
8016,50대,4122,17.0,2020-09-15,2020-09-15
8017,60대,3506,42.0,2020-09-15,2020-09-15
8018,70대,1745,114.0,2020-09-15,2020-09-15
8019,80대 이상,910,188.0,2020-09-15,2020-09-15
8020,10대 미만,532,0.0,2020-09-14,2020-09-14
8021,10대,1236,0.0,2020-09-14,2020-09-14
8022,20대,4584,0.0,2020-09-14,2020-09-14
8023,30대,2738,2.0,2020-09-14,2020-09-14
8024,40대,2968,4.0,2020-09-14,2020-09-14
8025,50대,4104,17.0,2020-09-14,2020-09-14
8026,60대,3481,42.0,2020-09-14,2020-09-14
8027,70대,1734,113.0,2020-09-14,2020-09-14
8028,80대 이상,908,185.0,2020-09-14,2020-09-14
8029,10대 미만,526,0.0,2020-09-12,2020-09-12
8030,10대,1230,0.0,2020-09-12,2020-09-12
8031,20대,4543,0.0,2020-09-12,2020-09-12
8032,30대,2713,2.0,2020-09-12,2020-09-12
8033,40대,2946,4.0,2020-09-12,2020-09-12
8034,50대,4061,17.0,2020-09-12,2020-09-12
8035,60대,3425,42.0,2020-09-12,2020-09-12
8036,70대,1710,109.0,2020-09-12,2020-09-12
8037,80대 이상,901,181.0,2020-09-12,2020-09-12
8038,10대 미만,522,0.0,2020-09-11,2020-09-11
8039,10대,1225,0.0,2020-09-11,2020-09-11
8040,20대,4527,0.0,2020-09-11,2020-09-11
8041,30대,2701,2.0,2020-09-11,2020-09-11
8042,40대,2928,4.0,2020-09-11,2020-09-11
8043,50대,4027,16.0,2020-09-11,2020-09-11
8044,60대,3396,42.0,2020-09-11,2020-09-11
8045,70대,1696,108.0,2020-09-11,2020-09-11
8046,80대 이상,897,178.0,2020-09-11,2020-09-11
8047,10대 미만,519,0.0,2020-09-10,2020-09-10
8048,10대,1222,0.0,2020-09-10,2020-09-10
8049,20대,4505,0.0,2020-09-10,2020-09-10
8050,30대,2682,2.0,2020-09-10,2020-09-10
8051,40대,2906,4.0,2020-09-10,2020-09-10
8052,50대,3993,16.0,2020-09-10,2020-09-10
8053,60대,3356,42.0,2020-09-10,2020-09-10
8054,70대,1680,106.0,2020-09-10,2020-09-10
8055,80대 이상,880,176.0,2020-09-10,2020-09-10
8056,10대 미만,507,0.0,2020-09-09,2020-09-09
8057,10대,1218,0.0,2020-09-09,2020-09-09
8058,20대,4492,0.0,2020-09-09,2020-09-09
8059,30대,2669,2.0,2020-09-09,2020-09-09
8060,40대,2889,4.0,2020-09-09,2020-09-09
8061,50대,3964,16.0,2020-09-09,2020-09-09
8062,60대,3312,42.0,2020-09-09,2020-09-09
8063,70대,1668,105.0,2020-09-09,2020-09-09
8064,80대 이상,869,175.0,2020-09-09,2020-09-09
8065,10대 미만,501,0.0,2020-09-08,2020-09-08
8066,10대,1210,0.0,2020-09-08,2020-09-08
8067,20대,4485,0.0,2020-09-08,2020-09-08
8068,30대,2653,2.0,2020-09-08,2020-09-08
8069,40대,2874,4.0,2020-09-08,2020-09-08
8070,50대,3936,16.0,2020-09-08,2020-09-08
8071,60대,3264,42.0,2020-09-08,2020-09-08
8072,70대,1646,104.0,2020-09-08,2020-09-08
8073,80대 이상,863,173.0,2020-09-08,2020-09-08
8074,10대 미만,496,0.0,2020-09-07,2020-09-07
8075,10대,1202,0.0,2020-09-07,2020-09-07
8076,20대,4473,0.0,2020-09-07,2020-09-07
8077,30대,2636,2.0,2020-09-07,2020-09-07
8078,40대,2857,4.0,2020-09-07,2020-09-07
8079,50대,3902,16.0,2020-09-07,2020-09-07
8080,60대,3238,42.0,2020-09-07,2020-09-07
8081,70대,1632,102.0,2020-09-07,2020-09-07
8082,80대 이상,860,170.0,2020-09-07,2020-09-07
8083,10대 미만,493,0.0,2020-09-06,2020-09-06
8084,10대,1197,0.0,2020-09-06,2020-09-06
8085,20대,4460,0.0,2020-09-06,2020-09-06
8086,30대,2619,2.0,2020-09-06,2020-09-06
8087,40대,2841,4.0,2020-09-06,2020-09-06
8088,50대,3880,16.0,2020-09-06,2020-09-06
8089,60대,3217,42.0,2020-09-06,2020-09-06
8090,70대,1612,101.0,2020-09-06,2020-09-06
8091,80대 이상,858,169.0,2020-09-06,2020-09-06
8092,10대 미만,485,0.0,2020-09-05,2020-09-05
8093,10대,1194,0.0,2020-09-05,2020-09-05
8094,20대,4441,0.0,2020-09-05,2020-09-05
8095,30대,2604,2.0,2020-09-05,2020-09-05
8096,40대,2816,4.0,2020-09-05,2020-09-05
8097,50대,3845,16.0,2020-09-05,2020-09-05
8098,60대,3178,42.0,2020-09-05,2020-09-05
8099,70대,1596,100.0,2020-09-05,2020-09-05
8100,80대 이상,851,169.0,2020-09-05,2020-09-05
8101,10대 미만,482,0.0,2020-09-04,2020-09-04
8102,10대,1188,0.0,2020-09-04,2020-09-04
8103,20대,4427,0.0,2020-09-04,2020-09-04
8104,30대,2585,2.0,2020-09-04,2020-09-04
8105,40대,2797,4.0,2020-09-04,2020-09-04
8106,50대,3807,16.0,2020-09-04,2020-09-04
8107,60대,3136,42.0,2020-09-04,2020-09-04
8108,70대,1578,100.0,2020-09-04,2020-09-04
8109,80대 이상,842,167.0,2020-09-04,2020-09-04
8110,10대 미만,473,0.0,2020-09-03,2020-09-03
8111,10대,1181,0.0,2020-09-03,2020-09-03
8112,20대,4410,0.0,2020-09-03,2020-09-03
8113,30대,2561,2.0,2020-09-03,2020-09-03
8114,40대,2770,4.0,2020-09-03,2020-09-03
8115,50대,3768,16.0,2020-09-03,2020-09-03
8116,60대,3098,42.0,2020-09-03,2020-09-03
8117,70대,1556,99.0,2020-09-03,2020-09-03
8118,80대 이상,827,166.0,2020-09-03,2020-09-03
8119,10대 미만,466,0.0,2020-09-02,2020-09-02
8120,10대,1174,0.0,2020-09-02,2020-09-02
8121,20대,4388,0.0,2020-09-02,2020-09-02
8122,30대,2540,2.0,2020-09-02,2020-09-02
8123,40대,2741,4.0,2020-09-02,2020-09-02
8124,50대,3732,16.0,2020-09-02,2020-09-02
8125,60대,3064,42.0,2020-09-02,2020-09-02
8126,70대,1534,98.0,2020-09-02,2020-09-02
8127,80대 이상,810,164.0,2020-09-02,2020-09-02
8128,10대 미만,456,0.0,2020-09-01,2020-09-01
8129,10대,1162,0.0,2020-09-01,2020-09-01
8130,20대,4345,0.0,2020-09-01,2020-09-01
8131,30대,2515,2.0,2020-09-01,2020-09-01
8132,40대,2717,4.0,2020-09-01,2020-09-01
8133,50대,3684,16.0,2020-09-01,2020-09-01
8134,60대,3013,42.0,2020-09-01,2020-09-01
8135,70대,1494,97.0,2020-09-01,2020-09-01
8136,80대 이상,796,163.0,2020-09-01,2020-09-01
8137,10대 미만,442,0.0,2020-08-31,2020-08-31
8138,10대,1145,0.0,2020-08-31,2020-08-31
8139,20대,4320,0.0,2020-08-31,2020-08-31
8140,30대,2491,2.0,2020-08-31,2020-08-31
8141,40대,2692,4.0,2020-08-31,2020-08-31
8142,50대,3639,16.0,2020-08-31,2020-08-31
8143,60대,2968,42.0,2020-08-31,2020-08-31
8144,70대,1464,97.0,2020-08-31,2020-08-31
8145,80대 이상,786,163.0,2020-08-31,2020-08-31
8146,10대 미만,432,0.0,2020-08-30,2020-08-30
8147,10대,1134,0.0,2020-08-30,2020-08-30
8148,20대,4277,0.0,2020-08-30,2020-08-30
8149,30대,2476,2.0,2020-08-30,2020-08-30
8150,40대,2664,4.0,2020-08-30,2020-08-30
8151,50대,3590,16.0,2020-08-30,2020-08-30
8152,60대,2913,42.0,2020-08-30,2020-08-30
8153,70대,1438,96.0,2020-08-30,2020-08-30
8154,80대 이상,775,163.0,2020-08-30,2020-08-30
8155,10대 미만,422,0.0,2020-08-29,2020-08-29
8156,10대,1122,0.0,2020-08-29,2020-08-29
8157,20대,4233,0.0,2020-08-29,2020-08-29
8158,30대,2437,2.0,2020-08-29,2020-08-29
8159,40대,2627,4.0,2020-08-29,2020-08-29
8160,50대,3535,16.0,2020-08-29,2020-08-29
8161,60대,2840,42.0,2020-08-29,2020-08-29
8162,70대,1417,95.0,2020-08-29,2020-08-29
8163,80대 이상,767,162.0,2020-08-29,2020-08-29
8164,10대 미만,406,0.0,2020-08-28,2020-08-28
8165,10대,1104,0.0,2020-08-28,2020-08-28
8166,20대,4202,0.0,2020-08-28,2020-08-28
8167,30대,2401,2.0,2020-08-28,2020-08-28
8168,40대,2580,4.0,2020-08-28,2020-08-28
8169,50대,3481,16.0,2020-08-28,2020-08-28
8170,60대,2773,41.0,2020-08-28,2020-08-28
8171,70대,1381,94.0,2020-08-28,2020-08-28
8172,80대 이상,749,159.0,2020-08-28,2020-08-28
8173,10대 미만,390,0.0,2020-08-27,2020-08-27
8174,10대,1087,0.0,2020-08-27,2020-08-27
8175,20대,4170,0.0,2020-08-27,2020-08-27
8176,30대,2353,2.0,2020-08-27,2020-08-27
8177,40대,2527,4.0,2020-08-27,2020-08-27
8178,50대,3408,16.0,2020-08-27,2020-08-27
8179,60대,2709,41.0,2020-08-27,2020-08-27
8180,70대,1333,94.0,2020-08-27,2020-08-27
8181,80대 이상,729,156.0,2020-08-27,2020-08-27
8182,10대 미만,381,0.0,2020-08-26,2020-08-26
8183,10대,1060,0.0,2020-08-26,2020-08-26
8184,20대,4118,0.0,2020-08-26,2020-08-26
8185,30대,2303,2.0,2020-08-26,2020-08-26
8186,40대,2457,4.0,2020-08-26,2020-08-26
8187,50대,3300,16.0,2020-08-26,2020-08-26
8188,60대,2644,41.0,2020-08-26,2020-08-26
8189,70대,1292,93.0,2020-08-26,2020-08-26
8190,80대 이상,710,156.0,2020-08-26,2020-08-26
8191,10대 미만,368,0.0,2020-08-25,2020-08-25
8192,10대,1047,0.0,2020-08-25,2020-08-25
8193,20대,4081,0.0,2020-08-25,2020-08-25
8194,30대,2256,2.0,2020-08-25,2020-08-25
8195,40대,2415,4.0,2020-08-25,2020-08-25
8196,50대,3240,16.0,2020-08-25,2020-08-25
8197,60대,2587,41.0,2020-08-25,2020-08-25
8198,70대,1258,93.0,2020-08-25,2020-08-25
8199,80대 이상,693,154.0,2020-08-25,2020-08-25
8200,10대 미만,353,0.0,2020-08-24,2020-08-24
8201,10대,1028,0.0,2020-08-24,2020-08-24
8202,20대,4040,0.0,2020-08-24,2020-08-24
8203,30대,2226,2.0,2020-08-24,2020-08-24
8204,40대,2382,4.0,2020-08-24,2020-08-24
8205,50대,3187,16.0,2020-08-24,2020-08-24
8206,60대,2537,41.0,2020-08-24,2020-08-24
8207,70대,1228,93.0,2020-08-24,2020-08-24
8208,80대 이상,684,153.0,2020-08-24,2020-08-24
8209,10대 미만,344,0.0,2020-08-23,2020-08-23
8210,10대,1015,0.0,2020-08-23,2020-08-23
8211,20대,4010,0.0,2020-08-23,2020-08-23
8212,30대,2191,2.0,2020-08-23,2020-08-23
8213,40대,2343,4.0,2020-08-23,2020-08-23
8214,50대,3139,16.0,2020-08-23,2020-08-23
8215,60대,2485,41.0,2020-08-23,2020-08-23
8216,70대,1204,93.0,2020-08-23,2020-08-23
8217,80대 이상,668,153.0,2020-08-23,2020-08-23
8218,10대 미만,328,0.0,2020-08-22,2020-08-22
8219,10대,980,0.0,2020-08-22,2020-08-22
8220,20대,3976,0.0,2020-08-22,2020-08-22
8221,30대,2151,2.0,2020-08-22,2020-08-22
8222,40대,2281,4.0,2020-08-22,2020-08-22
8223,50대,3057,16.0,2020-08-22,2020-08-22
8224,60대,2398,41.0,2020-08-22,2020-08-22
8225,70대,1177,93.0,2020-08-22,2020-08-22
8226,80대 이상,654,153.0,2020-08-22,2020-08-22
8227,10대 미만,317,0.0,2020-08-21,2020-08-21
8228,10대,961,0.0,2020-08-21,2020-08-21
8229,20대,3921,0.0,2020-08-21,2020-08-21
8230,30대,2111,2.0,2020-08-21,2020-08-21
8231,40대,2233,4.0,2020-08-21,2020-08-21
8232,50대,2991,16.0,2020-08-21,2020-08-21
8233,60대,2342,41.0,2020-08-21,2020-08-21
8234,70대,1143,93.0,2020-08-21,2020-08-21
8235,80대 이상,651,153.0,2020-08-21,2020-08-21
8236,10대 미만,311,0.0,2020-08-20,2020-08-20
8237,10대,942,0.0,2020-08-20,2020-08-20
8238,20대,3879,0.0,2020-08-20,2020-08-20
8239,30대,2071,2.0,2020-08-20,2020-08-20
8240,40대,2191,4.0,2020-08-20,2020-08-20
8241,50대,2930,16.0,2020-08-20,2020-08-20
8242,60대,2268,41.0,2020-08-20,2020-08-20
8243,70대,1109,91.0,2020-08-20,2020-08-20
8244,80대 이상,645,153.0,2020-08-20,2020-08-20
8245,10대 미만,299,0.0,2020-08-19,2020-08-19
8246,10대,907,0.0,2020-08-19,2020-08-19
8247,20대,3849,0.0,2020-08-19,2020-08-19
8248,30대,2036,2.0,2020-08-19,2020-08-19
8249,40대,2159,4.0,2020-08-19,2020-08-19
8250,50대,2875,16.0,2020-08-19,2020-08-19
8251,60대,2220,41.0,2020-08-19,2020-08-19
8252,70대,1079,91.0,2020-08-19,2020-08-19
8253,80대 이상,634,152.0,2020-08-19,2020-08-19
8254,10대 미만,285,0.0,2020-08-18,2020-08-18
8255,10대,890,0.0,2020-08-18,2020-08-18
8256,20대,3820,0.0,2020-08-18,2020-08-18
8257,30대,2004,2.0,2020-08-18,2020-08-18
8258,40대,2120,4.0,2020-08-18,2020-08-18
8259,50대,2817,16.0,2020-08-18,2020-08-18
8260,60대,2148,41.0,2020-08-18,2020-08-18
8261,70대,1050,91.0,2020-08-18,2020-08-18
8262,80대 이상,627,152.0,2020-08-18,2020-08-18
8263,10대 미만,280,0.0,2020-08-17,2020-08-17
8264,10대,872,0.0,2020-08-17,2020-08-17
8265,20대,3803,0.0,2020-08-17,2020-08-17
8266,30대,1977,2.0,2020-08-17,2020-08-17
8267,40대,2093,4.0,2020-08-17,2020-08-17
8268,50대,2756,16.0,2020-08-17,2020-08-17
8269,60대,2081,41.0,2020-08-17,2020-08-17
8270,70대,1028,90.0,2020-08-17,2020-08-17
8271,80대 이상,625,152.0,2020-08-17,2020-08-17
8272,10대 미만,275,0.0,2020-08-16,2020-08-16
8273,10대,859,0.0,2020-08-16,2020-08-16
8274,20대,3781,0.0,2020-08-16,2020-08-16
8275,30대,1950,2.0,2020-08-16,2020-08-16
8276,40대,2070,4.0,2020-08-16,2020-08-16
8277,50대,2718,16.0,2020-08-16,2020-08-16
8278,60대,2033,41.0,2020-08-16,2020-08-16
8279,70대,1014,90.0,2020-08-16,2020-08-16
8280,80대 이상,618,152.0,2020-08-16,2020-08-16
8281,10대 미만,272,0.0,2020-08-15,2020-08-15
8282,10대,836,0.0,2020-08-15,2020-08-15
8283,20대,3742,0.0,2020-08-15,2020-08-15
8284,30대,1922,2.0,2020-08-15,2020-08-15
8285,40대,2035,4.0,2020-08-15,2020-08-15
8286,50대,2660,16.0,2020-08-15,2020-08-15
8287,60대,1977,41.0,2020-08-15,2020-08-15
8288,70대,983,90.0,2020-08-15,2020-08-15
8289,80대 이상,612,152.0,2020-08-15,2020-08-15
8290,10대 미만,268,0.0,2020-08-14,2020-08-14
8291,10대,826,0.0,2020-08-14,2020-08-14
8292,20대,3710,0.0,2020-08-14,2020-08-14
8293,30대,1902,2.0,2020-08-14,2020-08-14
8294,40대,2011,4.0,2020-08-14,2020-08-14
8295,50대,2627,16.0,2020-08-14,2020-08-14
8296,60대,1948,41.0,2020-08-14,2020-08-14
8297,70대,972,90.0,2020-08-14,2020-08-14
8298,80대 이상,609,152.0,2020-08-14,2020-08-14
8299,10대 미만,264,0.0,2020-08-13,2020-08-13
8300,10대,816,0.0,2020-08-13,2020-08-13
8301,20대,3696,0.0,2020-08-13,2020-08-13
8302,30대,1885,2.0,2020-08-13,2020-08-13
8303,40대,1995,4.0,2020-08-13,2020-08-13
8304,50대,2608,16.0,2020-08-13,2020-08-13
8305,60대,1933,41.0,2020-08-13,2020-08-13
8306,70대,966,90.0,2020-08-13,2020-08-13
8307,80대 이상,607,152.0,2020-08-13,2020-08-13
8308,10대 미만,262,0.0,2020-08-12,2020-08-12
